City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,quartu sant'elena,39.2419,9.1839,28.95,70,0,6.71,IT,1688834948
279,basco,20.4487,121.9702,28.94,74,87,4.06,PH,1688834948
280,miri,4.4148,114.0089,24.08,94,40,3.09,MY,1688834948
281,murzuq,25.9155,13.9184,36.42,11,16,7.24,LY,1688834949
282,tromso,69.6496,18.957,13.01,71,20,2.57,NO,1688834949
283,aloja,57.7669,24.8825,18.15,64,16,4.46,LV,1688834949
284,smara,26.7384,-11.6719,32.47,26,0,9.48,EH,1688834949
285,jiangyou,31.7667,104.7167,23.35,79,60,1.32,CN,1688834753
286,ponta delgada,37.7333,-25.6667,21.4,60,20,3.6,PT,1688834949
287,ibi,38.6253,-0.5723,29.63,39,0,1.2,ES,1688834950
288,fortuna,40.5982,-124.1573,14.43,91,100,3.6,US,1688834950
289,zeya,53.75,127.2667,16.68,80,94,2.28,RU,1688834950
290,kiffa,16.6166,-11.4045,40.2,23,12,4.54,MR,1688834950
291,ameca,20.55,-104.0333,28.91,44,17,1.22,MX,1688834951
292,freetown,8.484,-13.2299,28.84,70,40,3.6,SL,1688834951
293,itaituba,-4.2761,-55.9836,34.09,55,40,3.6,BR,1688834951
294,guarapari,-20.6667,-40.4975,28.27,49,3,5.16,BR,1688834951
295,meadow lakes,61.6247,-149.6011,10.93,92,100,0.0,US,1688834952
296,batyrevo,55.0675,47.6111,25.33,61,63,1.48,RU,1688834952
297,ma'rib,15.4591,45.3253,34.61,7,85,3.92,YE,1688834953
298,miles city,46.4083,-105.8406,22.54,53,0,3.09,US,1688834953
299,sironj,24.1,77.7,27.43,80,76,4.28,IN,1688834953
300,bhisho,-32.8472,27.4422,11.35,67,39,4.39,ZA,1688834953
301,fort bragg,35.139,-79.006,32.17,67,100,1.54,US,1688834953
302,yuzhno-kurilsk,44.0306,145.8556,13.32,99,40,2.09,RU,1688834954
303,colonia,50.9333,6.95,33.87,33,20,2.57,DE,1688834954
304,revda,56.801,59.9303,19.08,66,47,1.76,RU,1688834954
305,island harbour,50.724,-1.2758,23.04,81,99,1.34,GB,1688834954
306,chibougamau,49.9168,-74.3659,23.79,41,40,2.57,CA,1688834840
307,san julian,21.0167,-102.1667,22.34,52,94,2.58,MX,1688834780
308,youghal,51.95,-7.8506,17.56,79,81,5.09,IE,1688834954
309,langepas,61.2544,75.2124,15.0,85,37,4.81,RU,1688834955
310,rio grande,-32.035,-52.0986,17.06,84,96,4.17,BR,1688834955
311,luganville,-15.5333,167.1667,24.49,86,99,3.94,VU,1688834955
312,dulag,10.9525,125.0317,26.02,87,100,0.68,PH,1688834955
313,sroda wielkopolska,52.2284,17.2762,29.99,33,0,1.59,PL,1688834955
314,bodaybo,57.8506,114.1933,16.08,69,95,2.18,RU,1688834955
315,manismata,-2.4667,111.0333,22.41,99,81,1.12,ID,1688834956
316,namdrik,5.5994,168.1028,28.11,82,100,6.37,MH,1688834956
317,darab,28.7519,54.5444,34.77,11,3,5.06,IR,1688834956
318,saint-philippe,-21.3585,55.7679,20.77,75,53,5.94,RE,1688834956
319,thunder bay,48.4001,-89.3168,18.99,52,75,3.6,CA,1688834847
320,seeb,23.6703,58.1891,34.05,52,56,2.57,OM,1688834956
321,al khums,32.6486,14.2619,29.81,52,0,6.61,LY,1688834956
322,nuuk,64.1835,-51.7216,14.34,62,40,3.09,GL,1688834957
323,coquimbo,-29.9533,-71.3436,16.85,55,0,4.12,CL,1688834676
324,ola,59.5833,151.2833,10.9,77,31,1.94,RU,1688834957
325,belo sur tsiribihina,-19.7,44.55,21.06,87,4,2.14,MG,1688834957
326,armacao de buzios,-22.7469,-41.8817,33.03,51,1,4.06,BR,1688834957
327,malvern,34.3623,-92.813,29.45,63,99,2.78,US,1688834958
328,an nuhud,12.7,28.4333,29.01,48,100,3.6,SD,1688834958
329,kone,-21.0595,164.8658,18.84,93,71,1.42,NC,1688834958
330,borogontsy,62.6683,131.1683,9.78,75,100,4.77,RU,1688834958
331,el calafate,-50.3408,-72.2768,-2.77,68,9,0.55,AR,1688834958
332,vyaz'ma,55.2104,34.2951,19.36,65,69,1.37,RU,1688834958
333,lashio,22.9333,97.75,21.63,96,100,0.84,MM,1688834959
334,nabire,-3.3667,135.4833,24.03,93,100,1.73,ID,1688834959
335,fort st. john,56.2499,-120.8529,18.94,59,0,2.57,CA,1688834959
336,polyarnyy,69.1989,33.4478,7.41,77,100,5.19,RU,1688834959
337,skovorodino,53.9833,123.9167,16.82,68,100,1.82,RU,1688834735
338,rifle,39.5347,-107.7831,25.39,35,0,0.0,US,1688834943
339,kuzovatovo,53.5468,47.6866,25.06,54,71,2.39,RU,1688834959
340,guerrero negro,27.9769,-114.0611,20.85,63,25,5.75,MX,1688834781
341,zabol,32.25,67.25,22.53,42,19,2.19,AF,1688834960
342,sisimiut,66.9395,-53.6735,11.29,77,100,2.43,GL,1688834960
343,stornoway,58.2093,-6.3865,21.13,67,93,8.23,GB,1688834960
344,marsabit,2.3284,37.9899,21.75,42,0,9.07,KE,1688834960
345,cooma,-36.2333,149.1333,3.95,75,76,7.43,AU,1688834960
346,nema,57.5067,50.5011,19.59,90,77,3.03,RU,1688834960
347,buala,-8.145,159.5921,26.21,88,88,3.5,SB,1688834961
348,bonthe,7.5264,-12.505,27.63,71,95,4.3,SL,1688834961
349,kasempa,-13.4584,25.8338,16.74,40,1,2.13,ZM,1688834961
350,aripuana,-9.1667,-60.6333,35.53,28,15,1.81,BR,1688834961
351,usinsk,65.9939,57.5281,11.47,78,100,2.94,RU,1688834961
352,changde,29.0464,111.6783,26.96,88,100,2.15,CN,1688834961
353,lompoc,34.6391,-120.4579,22.69,80,100,8.23,US,1688834962
354,baro,8.6,6.4167,28.6,79,84,1.79,NG,1688834727
355,elgin,42.0373,-88.2812,22.3,78,100,3.09,US,1688834627
356,geraldton,-28.7667,114.6,8.23,93,0,3.6,AU,1688834962
357,sao vicente,-23.9631,-46.3919,31.98,27,0,3.13,BR,1688834962
358,port augusta,-32.5,137.7667,9.47,87,3,2.82,AU,1688834962
359,kiknur,57.3034,47.2011,19.82,90,75,11.37,RU,1688834963
360,solikamsk,59.6196,56.7729,18.33,96,88,2.66,RU,1688834912
361,yambol,42.4833,26.5,24.14,60,75,5.14,BG,1688834963
362,dalhart,36.0595,-102.5133,23.04,73,100,4.63,US,1688834963
363,pitkyaranta,61.5734,31.4792,14.91,89,73,0.97,RU,1688834963
364,oliveira dos brejinhos,-12.3169,-42.8961,33.28,25,0,0.37,BR,1688834963
365,masaka,-0.3338,31.7341,19.33,66,34,2.58,UG,1688834963
366,sirte,31.2089,16.5887,28.41,53,0,5.04,LY,1688834964
367,laguna,38.421,-121.4238,22.27,65,0,5.14,US,1688834964
368,cheria,35.2731,7.7519,39.12,15,9,5.42,DZ,1688834964
369,novodvinsk,64.4165,40.8122,12.19,71,100,1.97,RU,1688834964
370,port douglas,-16.4833,145.4667,21.65,79,100,4.86,AU,1688834964
371,hwange,-18.3693,26.5019,18.47,41,0,1.89,ZW,1688834965
372,baidoa,3.1138,43.6498,26.01,51,92,4.75,SO,1688834965
373,yanta,36.2411,115.6672,30.52,45,58,3.88,CN,1688834965
374,newman,37.3138,-121.0208,22.35,54,0,0.89,US,1688834965
375,trincomalee,8.5711,81.2335,27.78,72,58,7.16,LK,1688834965
376,sena madureira,-9.0656,-68.6569,31.45,56,9,2.4,BR,1688834965
377,chany,55.3121,76.7647,17.58,66,58,4.04,RU,1688834966
378,cill airne,52.05,-9.5167,18.03,63,20,4.12,IE,1688834966
379,sidney,-33.8679,151.2073,13.69,63,0,8.23,AU,1688834923
380,jabor,5.921,169.6434,28.24,79,97,8.14,MH,1688834966
381,posto fiscal rolim de moura,-13.0833,-62.2667,35.83,29,5,2.19,BR,1688834966
382,mangrol,21.1167,70.1167,27.63,85,100,5.25,IN,1688834966
383,fale old settlement,-9.3852,-171.2468,28.65,77,88,7.32,TK,1688834967
384,vernon,50.2581,-119.2691,26.63,40,8,1.03,CA,1688834716
385,okhotsk,59.3833,143.3,12.09,98,100,1.34,RU,1688834967
386,waupaca,44.358,-89.086,26.01,50,0,0.89,US,1688834967
387,belmonte,-15.8631,-38.8828,25.52,67,32,2.7,BR,1688834967
388,san luis de la loma,17.2706,-100.8939,30.62,63,94,2.93,MX,1688834972
389,bafoulabe,13.8065,-10.8321,35.53,42,89,2.04,ML,1688834973
390,mirnyy,62.5353,113.9611,12.76,72,46,1.56,RU,1688834973
391,tabou,4.423,-7.3528,25.77,79,82,4.36,CI,1688834973
392,kalmunai,7.4167,81.8167,27.51,81,59,1.87,LK,1688834973
393,qarazhal,48.0078,70.7903,25.31,29,42,4.03,KZ,1688834973
394,piti village,13.4626,144.6933,27.49,85,0,3.6,GU,1688834974
395,birecik,37.0294,37.9903,31.56,33,0,7.03,TR,1688834974
396,charters towers,-20.1,146.2667,12.56,46,5,4.01,AU,1688834974
397,dauphin,51.1494,-100.0502,20.08,49,0,2.57,CA,1688834974
398,kuanda,56.3161,116.0806,17.48,65,98,0.11,RU,1688834974
399,taksimo,56.3444,114.8794,17.75,61,83,0.88,RU,1688834974
400,ningyang,35.7642,116.7914,27.71,51,36,2.09,CN,1688834974
401,tindouf,27.6711,-8.1474,42.25,9,0,6.69,DZ,1688834975
402,huarmey,-10.0681,-78.1522,23.38,65,28,4.46,PE,1688834975
403,holdrege,40.4403,-99.3698,18.95,77,0,3.09,US,1688834975
404,katsuren-haebaru,26.3369,127.8719,28.21,92,40,5.14,JP,1688834975
405,olinda,-8.0089,-34.8553,27.85,78,40,3.09,BR,1688834849
406,farafangana,-22.8167,47.8333,20.8,85,37,3.97,MG,1688834975
407,qarqaraly,49.4058,75.4742,15.96,62,40,1.81,KZ,1688834976
408,rabaul,-4.1967,152.1721,25.55,84,99,2.91,PG,1688834976
409,phan rang-thap cham,11.5667,108.9833,25.58,89,50,2.29,VN,1688834976
410,inarajan village,13.2736,144.7484,27.54,88,100,5.51,GU,1688834976
411,sinop,41.7711,34.8709,20.24,83,63,2.04,TR,1688834976
412,kayangel,8.0823,134.7173,28.25,77,96,2.46,PW,1688834976
413,klaksvik,62.2266,-6.589,18.51,91,93,3.95,FO,1688834976
414,gizo,-8.103,156.8419,26.74,85,93,7.4,SB,1688834977
415,joshua tree,34.1347,-116.3131,31.31,17,0,2.68,US,1688834977
416,tranas,58.0372,14.9782,24.1,39,20,2.65,SE,1688834977
417,laojunmiao,39.8333,97.7333,24.07,21,4,4.47,CN,1688834977
418,usogorsk,63.4106,48.6872,11.63,94,100,2.05,RU,1688834977
419,al jawf,29.5,38.75,34.26,14,6,3.57,SA,1688834977
420,parauna,-16.9478,-50.4486,30.29,19,4,2.25,BR,1688834978
421,acapulco de juarez,16.8634,-99.8901,30.38,66,45,3.24,MX,1688834888
422,neustadt (hessen),50.85,9.1167,32.07,39,44,2.21,DE,1688834978
423,nantucket,41.2835,-70.0995,27.08,83,40,3.6,US,1688834930
424,saldanha,-33.0117,17.9442,12.03,70,49,8.8,ZA,1688834978
425,cockburn town,21.4612,-71.1419,28.15,75,5,6.6,TC,1688834978
426,ta`u,-14.2336,-169.5144,27.16,79,91,7.71,AS,1688834979
427,conception bay south,47.4999,-52.9981,21.69,85,91,1.13,CA,1688834979
428,santa cruz do rio pardo,-22.8989,-49.6325,27.26,36,18,5.27,BR,1688834979
429,suamico,44.6319,-88.0393,24.71,58,0,2.57,US,1688834979
430,kholmsk,47.0511,142.0569,16.2,97,42,1.4,RU,1688834979
431,muisne,0.6,-80.0333,27.87,71,98,2.34,EC,1688834979
432,salmon arm,50.6998,-119.3024,26.91,54,6,0.51,CA,1688834980
433,castillos,-34.1667,-53.8333,14.59,57,3,3.35,UY,1688834980
434,michigan city,41.7075,-86.895,20.29,95,85,3.65,US,1688834784
435,rice lake,45.5061,-91.7382,22.82,66,40,2.57,US,1688834703
436,ivdel',60.6911,60.4206,15.5,93,100,0.79,RU,1688834980
437,howard springs,-12.497,131.047,22.95,61,27,4.57,AU,1688834980
438,peace river,56.2501,-117.286,20.17,59,0,2.06,CA,1688834889
439,parauapebas,-6.0675,-49.9022,30.99,57,40,0.0,BR,1688834980
440,ribeira brava,32.65,-17.0667,25.62,78,40,2.13,PT,1688834981
441,sarande,39.8756,20.0053,28.85,74,0,2.7,AL,1688834981
442,sabang,5.8933,95.3214,27.14,81,100,7.2,ID,1688834981
443,aoji,42.5206,130.3953,18.76,99,100,0.61,KP,1688834981
444,taroa,8.7058,171.2275,28.1,80,100,8.98,MH,1688834981
445,queenstown,-31.8976,26.8753,10.92,40,26,6.72,ZA,1688834981
446,raduzhnyy,62.0961,77.475,16.14,86,100,2.66,RU,1688834982
447,vershino-darasunskiy,52.35,115.5167,14.19,98,100,1.74,RU,1688834982
448,juan griego,11.0817,-63.9655,30.38,64,75,5.22,VE,1688834982
449,igarka,67.4667,86.5833,16.75,91,47,0.73,RU,1688834982
450,tolanaro,-25.0319,46.9987,22.04,83,20,9.26,MG,1688834982
451,narvik,68.4384,17.4272,13.67,84,95,1.42,NO,1688834982
452,danjiangkou,32.5428,111.5086,27.32,88,89,1.19,CN,1688834982
453,wenchang,30.904,118.4887,25.46,95,100,2.6,CN,1688834983
454,sassandra,4.95,-6.0833,25.87,84,80,4.75,CI,1688834983
455,wellington,-41.2866,174.7756,12.81,95,75,3.09,NZ,1688834983
456,inirida,3.8653,-67.9239,27.33,79,86,1.26,CO,1688834983
457,beccles,52.4535,1.564,26.34,66,98,3.65,GB,1688834983
458,san antonio,29.4241,-98.4936,33.71,60,0,3.6,US,1688834589
459,vale da amoreira,39.0697,-7.6985,31.29,34,100,5.15,PT,1688834984
460,along,28.1667,94.7667,24.12,97,99,0.6,IN,1688834984
461,ranchettes,41.2186,-104.7903,17.38,83,100,5.81,US,1688834984
462,palmer,42.1584,-72.3287,30.69,65,40,0.45,US,1688834630
463,oyama,36.3,139.8,27.55,92,100,1.37,JP,1688834984
464,gamba,-2.65,10.0,22.16,83,100,3.8,GA,1688834984
465,krasnovishersk,60.4078,57.082,15.84,99,100,2.09,RU,1688834985
466,alice springs,-23.7,133.8833,6.75,87,98,2.67,AU,1688834985
467,coahuayana de hidalgo,18.7,-103.6583,24.95,92,88,1.26,MX,1688834985
468,yarmouth,41.7057,-70.2286,30.54,83,75,3.58,US,1688834985
469,rudnichnyy,59.617,52.4703,19.92,96,77,2.68,RU,1688834985
470,taghazout,30.5426,-9.7112,29.43,60,2,2.55,MA,1688834985
471,grand falls-windsor,48.9332,-55.6649,26.95,67,63,1.92,CA,1688834985
472,kokopo,-4.352,152.2633,24.4,88,100,3.05,PG,1688834986
473,jalai nur,49.45,117.7,17.2,89,100,0.8,CN,1688834986
474,hakui,36.8833,136.7833,22.92,98,100,2.15,JP,1688834986
475,talalayivka,50.9578,31.9209,20.44,64,100,7.54,UA,1688834986
476,reyes,-14.3167,-67.3833,33.18,40,49,2.72,BO,1688834986
477,kyren,51.6828,102.1408,16.79,77,51,0.73,RU,1688834986
478,hobyo,5.3505,48.5268,25.63,75,97,12.87,SO,1688834986
479,kununurra,-15.7667,128.7333,20.99,52,48,2.57,AU,1688834987
480,sao jose da coroa grande,-8.8978,-35.1478,25.76,84,39,4.93,BR,1688834987
481,la passe,45.5549,-0.8967,30.13,66,100,6.01,FR,1688834987
482,boca suno,-0.7167,-77.1333,27.77,98,100,1.08,EC,1688834987
483,lamar,33.6668,-95.5836,31.1,74,75,4.63,US,1688834987
484,gargzdai,55.7128,21.4033,18.88,63,12,4.21,LT,1688834987
485,sao felix do xingu,-6.6447,-51.995,35.03,31,24,1.58,BR,1688834987
486,norilsk,69.3535,88.2027,16.35,86,85,1.72,RU,1688834907
487,vilyuysk,63.7553,121.6247,9.1,61,0,2.42,RU,1688834988
488,cruzeiro do sul,-29.5128,-51.9853,17.53,86,51,2.33,BR,1688834988
489,robertsport,6.7533,-11.3686,27.02,73,80,4.53,LR,1688834988
490,isangel,-19.55,169.2667,21.37,83,6,4.05,VU,1688834988
491,zhangatas,43.5667,69.75,26.39,29,50,3.83,KZ,1688834989
492,olean,42.0776,-78.4297,25.92,49,0,0.0,US,1688834989
493,pontianak,-0.0333,109.3333,25.99,94,75,1.03,ID,1688834989
494,old town,50.087,14.4202,31.84,25,0,3.6,CZ,1688834989
495,alofi,-19.0595,-169.9187,20.94,94,100,1.54,NU,1688834989
496,amos,48.5669,-78.1162,24.48,41,100,2.52,CA,1688834989
497,markovo,57.3206,107.0881,18.08,61,100,3.52,RU,1688834990
498,ilhabela,-23.7781,-45.3581,27.37,44,12,1.25,BR,1688834990
499,sungai penuh,-2.0833,101.3833,17.78,93,93,1.24,ID,1688834990
500,jerome,42.7241,-114.5186,24.26,48,0,4.12,US,1688834990
501,poykovskiy,61.2333,73.3333,17.16,82,20,3.0,RU,1688834990
502,tanout,14.9709,8.8879,38.76,18,31,2.42,NE,1688834990
503,nishinoomote,30.7333,131.0,26.99,89,81,1.98,JP,1688834696
504,toamasina,-18.1667,49.3833,21.13,84,29,1.73,MG,1688834991
505,puntarenas,9.9763,-84.8384,30.26,69,50,2.66,CR,1688834913
506,puerto aysen,-45.4,-72.7,4.09,89,95,1.77,CL,1688834896
507,gaiman,-43.2897,-65.4929,6.3,88,99,3.11,AR,1688834991
508,sur,22.5667,59.5289,31.69,61,91,6.45,OM,1688834991
509,la'ie,21.6477,-157.9253,25.98,74,72,2.24,US,1688834991
510,midelt,32.6852,-4.7451,34.94,12,32,6.51,MA,1688835274
511,porto novo,6.4965,2.6036,26.9,93,100,4.54,BJ,1688835263
512,sao paulo,-23.5475,-46.6361,25.25,42,0,6.69,BR,1688834497
513,bubaque,11.2833,-15.8333,28.1,67,81,2.83,GW,1688835274
514,lazaro cardenas,17.9583,-102.2,29.79,64,91,2.5,MX,1688835274
515,reggane,26.7158,0.1714,46.64,6,17,7.27,DZ,1688835274
516,ciudad bolivar,8.1222,-63.5497,35.46,36,49,5.21,VE,1688835275
517,trujillo,-8.116,-79.03,23.98,78,7,5.66,PE,1688835273
518,kourou,5.1552,-52.6478,31.03,61,12,3.41,GF,1688835275
519,maceio,-9.6658,-35.7353,27.69,78,75,1.54,BR,1688835275
520,quepos,9.4236,-84.1652,29.81,69,46,2.14,CR,1688835275
521,kirkuk,35.4681,44.3922,36.55,15,0,4.6,IQ,1688835275
522,kashgar,39.4547,75.9797,23.56,31,20,10.0,CN,1688835275
523,gbarnga,6.9956,-9.4722,26.93,86,88,0.32,LR,1688835275
524,greymouth,-42.4667,171.2,10.31,93,99,1.32,NZ,1688835276
525,tshabong,-26.05,22.45,14.93,33,0,6.14,BW,1688835048
526,santa luzia,-19.7697,-43.8514,26.6,36,40,2.57,BR,1688835277
527,salinas,36.6777,-121.6555,18.78,76,100,5.14,US,1688835039
528,labytnangi,66.6572,66.4183,12.5,91,40,1.83,RU,1688835278
529,amalapuram,16.5833,82.0167,28.26,75,100,1.41,IN,1688835278
530,okunoya,36.2833,140.4167,26.17,100,75,1.54,JP,1688835278
531,nanao,37.05,136.9667,22.96,98,100,2.23,JP,1688835278
532,mount gambier,-37.8333,140.7667,12.12,85,99,6.91,AU,1688835279
533,fisterra,42.9049,-9.2629,22.08,77,16,4.28,ES,1688835279
534,birao,10.2849,22.7882,25.16,77,88,2.36,CF,1688835279
535,dryden,49.7833,-92.7503,18.16,42,0,3.09,CA,1688835280
536,saint-joseph,-21.3667,55.6167,20.21,73,44,5.53,RE,1688835280
537,karacabey,40.2152,28.4038,25.21,70,20,5.47,TR,1688835280
538,chanar ladeado,-33.3252,-62.0383,16.08,63,80,3.43,AR,1688835280
539,ampliacion colonia lazaro cardenas,28.3833,-105.6167,32.49,30,0,2.72,MX,1688835280
540,borovskoy,53.8,64.15,20.5,60,70,0.95,KZ,1688835281
541,andergrove,-21.0833,149.1833,9.8,61,53,4.49,AU,1688835281
542,iskushuban,10.2837,50.23,34.08,28,2,10.29,SO,1688835281
543,porto belo,-27.1578,-48.5531,22.87,81,98,3.17,BR,1688835281
544,yigo village,13.5361,144.8886,26.62,83,75,3.6,GU,1688835281
545,shenjiamen,29.9576,122.298,23.73,96,99,6.2,CN,1688835281
546,pakokku,21.3333,95.1,32.0,55,100,5.2,MM,1688835282
547,mandalgovi,45.7625,106.2708,18.99,58,62,2.48,MN,1688835282
548,salekhard,66.53,66.6019,12.65,91,67,3.0,RU,1688835282
549,ust'-uda,54.1742,103.0304,18.29,82,28,0.77,RU,1688835282
550,changuinola,9.4333,-82.5167,28.33,70,86,1.34,PA,1688835211
551,myeik,12.4333,98.6,26.05,89,92,0.42,MM,1688835283
552,selebi-phikwe,-21.979,27.8498,17.56,37,0,1.34,BW,1688835265
553,al muwayh,22.4333,41.7583,34.51,15,92,10.52,SA,1688835283
554,funtua,11.5233,7.3081,31.95,37,91,3.95,NG,1688835283
555,port-cartier,50.0334,-66.8654,23.12,70,68,3.84,CA,1688835283
